Entity_ID:ID,Entity_Name,:Label,CreateTimeStamp,EFFDT,TERMDT,HashKey,Version,Status,Entity_Type,Entity_Parent_Name,Entity_Parent_Type
6OJ1RV0RECF7TMUI7K8HU8UG0K,DBT_GGITHIRI,Schema,2023-08-01-17-23-17,2023-08-01-17-23-17,99991231000000,6OJ1RV0RECF7TMUI7K8HU8UG0K,1,I,Schema,ANALYTICS,Database
6OJ1RV0RECF7TMUI7K8HU8UG0K,DBT_GGITHIRI,Schema,2023-08-01-17-23-17,2023-08-01-17-23-17,99991231000000,6OJ1RV0RECF7TMUI7K8HU8UG0K,1,I,Schema,ANALYTICS,Database
V17EVCQU7NPLGQL8D7UTMU99C,DBT_GGITHIRI_DBT_TEST__AUDIT,Schema,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,V17EVCQU7NPLGQL8D7UTMU99C,1,I,Schema,ANALYTICS,Database
6OJ1RV0RECF7TMUI7K8HU8UG0K,DBT_GGITHIRI,Schema,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,6OJ1RV0RECF7TMUI7K8HU8UG0K,1,I,Schema,ANALYTICS,Database
Entity_ID:ID,Entity_Name,:Label,CreateTimeStamp,EFFDT,TERMDT,HashKey,Version,Status,Entity_Type,Entity_Parent_Name,Entity_Parent_Type,
6OJ1RV0RECF7TMUI7K8HU8UG0K,DBT_GGITHIRI,Schema,20230801172336,20230801172336,99991231000000,6OJ1RV0RECF7TMUI7K8HU8UG0K,1,I,Schema,ANALYTICS,Database,
79J2EG0RR93KN09NAR1T1O161G,JAFFLE_SHOP,Schema,20230801172349,20230801172349,99991231000000,79J2EG0RR93KN09NAR1T1O161G,1,I,Schema,RAW,Database,
2HQ39B5TNCMN8SJPHPLQJ98KN4,STRIPE,Schema,20230801172353,20230801172353,99991231000000,2HQ39B5TNCMN8SJPHPLQJ98KN4,1,I,Schema,RAW,Database,

